time,EWT[mm]
2020.2459016393443,4.83221897616351
2020.327868852459,44.40082060143889
2020.4125683060108,17.423377920065285
2020.4945355191257,-5.866984111193785
2020.5792349726776,-69.94497011862444
2020.6639344262296,-104.49909148746511
2020.7459016393443,-133.81801261489983
2020.8306010928961,-128.5739242963899
2020.9125683060108,-123.53466276412811
2020.9972677595629,-110.13035708105015
2021.0821917808219,-99.3426494988824
2021.158904109589,-79.27244478405707
2021.2438356164384,-44.20446653435493
2021.3260273972603,-34.75910639339401
2021.4109589041095,-61.85926840646566
2021.4931506849316,-90.90071714136683
2021.5780821917808,-109.76885805131433
2021.66301369863,-135.92722894799257
2021.7452054794521,-154.06774814699708
2021.8301369863013,-154.07834716122102
2021.9123287671232,-138.3483604609025
2021.9972602739726,-108.21033343410348
2022.0821917808219,-60.191284709104465
2022.158904109589,-57.67908871288855
2022.2438356164384,-83.00447721063227
2022.3260273972603,-63.06572556251858
2022.4109589041095,-58.87688068139146
2022.4931506849316,-92.6802438963235
2022.5780821917808,-115.09217547736681
2022.66301369863,-127.26612900673622
2022.7452054794521,-174.54382592001622
2022.8301369863013,-178.96305946043265
2022.9123287671232,-170.8583269616687
2022.9972602739726,-122.98805161907542
2023.0821917808219,-62.52633435983995
2023.158904109589,-15.265271423190116
2023.2438356164384,15.012869968033312
2023.3260273972603,64.49865877375242
2023.4109589041095,49.36438133228573
2023.4931506849316,16.092805235984144
2023.5780821917808,-45.47385671591384
2023.66301369863,-87.68692905251147
2023.7452054794521,-107.04253310247293
2023.8301369863013,-95.17833378481272
2023.9123287671232,-75.88274020639375
2023.9972602739726,-55.52272858463562
2024.0819672131147,-25.273941572711742
2024.1612021857923,-2.0668972063211606
2024.2459016393443,41.87624085255547
2024.327868852459,22.3872896428142
2024.4125683060108,27.85313839157749
2024.4945355191257,-10.213222481235922
2024.5792349726776,-70.36702814248108
